,vehicle_id,shape_collider
51591617,37164,passenger
51595214,37165,delivery
51595215,37166,bus
51601215,37167,passenger
51603612,37168,motorcycle
51603613,37169,moped
51607810,37170,delivery
51607811,37171,moped
51609607,37172,passenger
51609008,37173,moped
51612005,37174,passenger
51612006,37175,passenger
51616803,37176,passenger
51616804,37177,bus
51640201,37178,delivery
51641400,37180,motorcycle
51644395,37181,delivery
51644396,37182,passenger
51644397,37183,passenger
51664794,37184,delivery
51664795,37185,delivery
51668994,37186,moped
51670787,37187,passenger
51670788,37188,moped
51670789,37189,motorcycle
51670790,37190,motorcycle
51679187,37191,passenger
51679188,37192,moped
51682785,37193,motorcycle
51682786,37194,motorcycle
51691786,37195,delivery
51694783,37196,delivery
51694784,37197,motorcycle
51700784,37198,motorcycle
51703183,37199,delivery
51705578,37202,delivery
51705579,37203,passenger
51708574,37204,passenger
51708575,37205,motorcycle
51708576,37206,passenger
51714576,37207,delivery
51716976,37208,delivery
51724173,37209,delivery
51724174,37210,motorcycle
51728974,37211,moped
51734371,37212,passenger
51734372,37213,delivery
51736165,37214,passenger
51736166,37216,passenger
51736167,37217,passenger
51737362,37218,delivery
51737363,37220,passenger
51738562,37221,delivery
51747559,37222,motorcycle
51747560,37223,delivery
51757157,37224,bus
51757158,37225,passenger
51760155,37226,motorcycle
51760156,37227,passenger
51771556,37228,delivery
51772753,37229,moped
51773353,37230,passenger
51775749,37231,delivery
51775750,37232,delivery
51776350,37233,bus
51777547,37234,delivery
51777548,37235,motorcycle
51784747,37236,delivery
51785347,37237,passenger
51786544,37238,bus
51786545,37239,passenger
51791945,37240,bus
51792543,37241,passenger
51793142,37242,delivery
51794341,37244,passenger
51795538,37245,delivery
51795539,37246,passenger
51798536,37247,delivery
51798537,37248,passenger
51800334,37249,passenger
51800335,37250,delivery
51801532,37251,delivery
51801533,37252,passenger
51804526,37253,delivery
51804527,37254,passenger
51804528,37255,delivery
51805725,37257,passenger
51805726,37258,motorcycle
51808125,37259,delivery
51809920,37260,motorcycle
51809921,37261,bus
51811118,37263,passenger
51812913,37265,passenger
51813511,37266,bus
51813512,37267,passenger
51814705,37269,passenger
51814706,37270,motorcycle
51814707,37271,delivery
51815307,37272,passenger
51817704,37273,delivery
51817705,37274,passenger
51819502,37275,motorcycle
51820701,37277,moped
51830298,37278,delivery
51830299,37279,moped
51832096,37280,delivery
51832097,37281,delivery
51835692,37282,delivery
51835693,37283,passenger
51836292,37284,delivery
51837491,37286,delivery
51844684,37287,delivery
51844685,37288,delivery
51844686,37289,passenger
51844687,37290,delivery
51845884,37291,delivery
51845885,37292,passenger
51851282,37293,motorcycle
51851283,37294,passenger
51854278,37295,moped
51854279,37296,moped
51854878,37297,passenger
51856077,37299,passenger
51857274,37300,motorcycle
51857275,37301,delivery
51880072,37302,motorcycle
51880073,37303,delivery
51887273,37304,delivery
51904069,37305,motorcycle
51904070,37306,passenger
51904670,37307,motorcycle
51913669,37308,motorcycle
51921466,37309,delivery
51921467,37310,delivery
51959266,37311,moped
51961065,37312,passenger
51968864,37313,motorcycle
51972461,37314,motorcycle
51972462,37315,delivery
51976059,37316,delivery
51976060,37317,delivery
51982053,37318,moped
51982054,37319,passenger
51982055,37320,moped
51982056,37321,delivery
51984453,37322,passenger
51985650,37324,motorcycle
51985651,37325,motorcycle
52000048,37326,passenger
52000049,37327,delivery
52002446,37328,bus
52002447,37329,delivery
52009644,37330,passenger
52009645,37331,delivery
52017442,37332,passenger
52019839,37335,delivery
52023438,37336,motorcycle
52027035,37337,motorcycle
52027036,37338,delivery
52027636,37339,passenger
52030636,37340,motorcycle
52031832,37341,delivery
52031833,37342,motorcycle
52032433,37343,moped
52037832,37344,passenger
52039629,37345,passenger
52040828,37347,passenger
52045028,37348,moped
52046828,37349,passenger
52049225,37350,passenger
52049226,37351,passenger
52054623,37352,bus
52054624,37353,passenger
52064221,37354,delivery
52064222,37355,motorcycle
52066015,37356,delivery
52066016,37357,moped
52066017,37359,moped
52067216,37360,motorcycle
52068413,37361,motorcycle
52068414,37362,passenger
52070212,37363,passenger
52071409,37364,passenger
52071410,37365,passenger
52078007,37366,delivery
52078008,37367,passenger
52091207,37368,moped
52092404,37369,motorcycle
52092405,37370,delivery
52097201,37371,passenger
52097202,37372,delivery
52097802,37373,delivery
52104401,37374,moped
52106201,37375,delivery
52112801,37376,passenger
52114001,37377,motorcycle
52114601,37378,passenger
52115201,37379,delivery
52117600,37380,delivery
52120597,37381,moped
52121796,37383,passenger
52131391,37384,passenger
52131392,37385,bus
52131991,37386,delivery
52131992,37387,moped
52137990,37388,passenger
52138589,37389,delivery
52138590,37390,passenger
52144587,37391,delivery
52144588,37392,passenger
52147585,37393,delivery
52147586,37394,motorcycle
52151186,37395,delivery
52164983,37396,motorcycle
52164984,37397,moped
52166181,37398,delivery
52166780,37400,passenger
52167379,37401,passenger
52167380,37402,moped
52171575,37403,motorcycle
52171576,37404,delivery
52172175,37405,moped
52172775,37406,moped
52177575,37407,passenger
52181172,37408,passenger
52181173,37409,delivery
52185970,37410,passenger
52185971,37411,moped
52190766,37413,delivery
52191365,37414,passenger
52191366,37415,passenger
52193163,37416,passenger
52193164,37417,delivery
52200961,37418,passenger
52202160,37420,motorcycle
52211758,37422,passenger
52217158,37423,passenger
52220157,37424,motorcycle
52224956,37425,delivery
52227955,37426,delivery
52233355,37427,passenger
52234552,37428,motorcycle
52234553,37429,delivery
52257353,37430,passenger
52269953,37431,delivery
52275353,37432,passenger
52277753,37433,passenger
52286150,37434,moped
52286151,37435,delivery
52289148,37436,passenger
52289149,37437,passenger
52290346,37438,passenger
52290347,37439,bus
52293347,37440,moped
52298147,37441,delivery
52300547,37442,passenger
52302345,37443,motorcycle
52302346,37444,delivery
52303543,37446,motorcycle
52304742,37447,delivery
52305942,37448,moped
52312539,37449,moped
52312540,37450,passenger
52313738,37451,passenger
52313739,37452,motorcycle
52313740,37453,delivery
52317940,37454,passenger
52319738,37455,passenger
52319739,37456,bus
52320939,37457,moped
52321538,37458,delivery
52321539,37459,passenger
52326938,37460,passenger
52328134,37461,passenger
52328135,37462,motorcycle
52328136,37463,delivery
52329336,37464,delivery
52331736,37465,moped
52339529,37466,delivery
52339530,37467,motorcycle
52339531,37468,moped
52339532,37469,passenger
52341331,37470,delivery
52341929,37471,moped
52343126,37472,passenger
52343726,37474,delivery
52354523,37475,passenger
52354524,37476,moped
52362321,37477,delivery
52362322,37478,motorcycle
52367719,37479,motorcycle
52367720,37480,moped
52368320,37481,delivery
52369520,37482,motorcycle
52372517,37483,delivery
52372518,37484,passenger
52377915,37485,delivery
52377916,37486,moped
52383913,37487,delivery
52383914,37488,delivery
52404309,37489,delivery
52404310,37490,passenger
52406101,37493,delivery
52406102,37494,passenger
52406103,37496,motorcycle
52407302,37497,motorcycle
52444499,37498,moped
52444500,37499,delivery
52451697,37500,passenger
52451698,37501,moped
52462495,37502,delivery
52462496,37503,bus
52471493,37504,delivery
52471494,37505,passenger
52479291,37506,passenger
52479292,37507,delivery
52481089,37508,passenger
52481090,37509,delivery
52484690,37510,motorcycle
52486485,37511,passenger
52486486,37512,passenger
52487085,37513,motorcycle
52487086,37514,moped
52489483,37515,bus
52489484,37516,delivery
52495483,37517,bus
52506276,37518,delivery
52506277,37519,delivery
52506278,37520,motorcycle
52506279,37521,passenger
52508079,37522,delivery
52514076,37523,passenger
52514077,37524,passenger
52517074,37525,passenger
52517075,37526,passenger
52518275,37527,delivery
52518874,37529,delivery
52520067,37530,passenger
52520665,37533,delivery
52521264,37534,moped
52521863,37536,passenger
52523060,37537,passenger
52523659,37538,passenger
52524856,37540,motorcycle
52525455,37541,motorcycle
52525456,37542,delivery
52527256,37543,delivery
52530253,37544,delivery
52530254,37545,passenger
52532052,37547,passenger
52535645,37548,delivery
52535646,37550,passenger
52535647,37551,delivery
52536846,37552,motorcycle
52542245,37553,motorcycle
52544642,37554,moped
52544643,37555,delivery
52546440,37556,delivery
52547639,37558,passenger
52550038,37559,moped
52551838,37560,passenger
52553035,37561,motorcycle
52553036,37562,passenger
52554831,37564,passenger
52555427,37565,delivery
52555428,37566,delivery
52556026,37567,passenger
52557222,37570,passenger
52557223,37571,motorcycle
52558420,37572,delivery
52558421,37573,passenger
52558422,37574,delivery
52559021,37575,passenger
52559022,37576,delivery
52560820,37577,passenger
52560221,37578,delivery
52563817,37579,motorcycle
52565013,37582,delivery
52565014,37583,delivery
52565015,37584,bus
52567413,37586,passenger
52568012,37587,delivery
52568013,37588,bus
52577010,37589,delivery
52578205,37591,delivery
52578206,37592,delivery
52579401,37594,motorcycle
52579402,37596,motorcycle
52580601,37597,motorcycle
52582398,37598,motorcycle
52582399,37599,delivery
52584796,37601,moped
52585987,37603,passenger
52585988,37604,moped
52585989,37605,delivery
52586588,37606,passenger
52587188,37607,delivery
52589583,37609,delivery
52590181,37611,moped
52590780,37612,delivery
52591380,37613,moped
52594977,37614,passenger
52596176,37616,passenger
52599169,37617,delivery
52599170,37618,moped
52599171,37619,passenger
52599172,37620,motorcycle
52603969,37621,delivery
52603970,37622,passenger
52608169,37623,passenger
52611166,37624,passenger
52611167,37625,delivery
52612963,37626,delivery
52612964,37627,moped
52613564,37628,passenger
52626761,37629,delivery
52626762,37630,passenger
52629159,37631,delivery
52629160,37632,passenger
52631557,37633,passenger
52631558,37634,delivery
52666353,37635,delivery
52666951,37637,passenger
52666952,37638,bus
52667551,37639,delivery
52669349,37641,moped
52674146,37642,passenger
52674147,37643,bus
52684344,37644,delivery
52684345,37645,delivery
52685542,37646,moped
52685543,37647,passenger
52689740,37648,passenger
52689741,37649,delivery
52690941,37650,passenger
52693338,37651,passenger
52693339,37652,passenger
52716139,37653,passenger
52717936,37654,passenger
52719734,37656,passenger
52744931,37657,delivery
52746729,37659,passenger
52749729,37660,passenger
52758728,37661,motorcycle
52765926,37662,passenger
52766525,37663,passenger
52767722,37665,moped
52768321,37666,passenger
52770119,37668,delivery
52771919,37669,moped
52775519,37670,delivery
52778514,37671,passenger
52778515,37672,motorcycle
52779114,37673,passenger
52779115,37674,bus
52781510,37676,delivery
52782707,37678,motorcycle
52782708,37679,delivery
52785106,37681,bus
52788706,37682,bus
52789306,37683,moped
52794103,37684,moped
52794104,37685,delivery
52795901,37686,motorcycle
52797096,37688,moped
52797097,37689,motorcycle
52797098,37690,motorcycle
52798295,37691,delivery
52799494,37693,passenger
52806091,37695,delivery
52807290,37696,passenger
52811487,37697,bus
52812684,37699,passenger
52813283,37701,moped
52814479,37703,passenger
52815077,37704,moped
52815078,37705,delivery
52816275,37707,delivery
52816874,37708,passenger
52816875,37709,delivery
52829474,37710,passenger
52830671,37711,moped
52831269,37712,motorcycle
52831868,37713,motorcycle
52831869,37714,passenger
52840869,37715,moped
52846866,37716,delivery
52846867,37717,motorcycle
52849866,37718,delivery
52851665,37719,delivery
52853462,37720,delivery
52853463,37721,bus
52858260,37722,delivery
52858261,37723,delivery
52861258,37724,passenger
52861259,37725,delivery
52875058,37726,delivery
52895455,37727,delivery
52897249,37729,delivery
52897250,37730,moped
52898449,37732,motorcycle
52908646,37733,bus
52908647,37734,passenger
52909842,37735,passenger
52909843,37736,bus
52910443,37737,passenger
52914040,37738,delivery
52914041,37739,bus
52918838,37741,delivery
52920035,37742,delivery
52920634,37743,delivery
52921827,37745,motorcycle
52922426,37746,delivery
52921828,37747,delivery
52921829,37748,delivery
52923027,37749,delivery
52923028,37750,delivery
52933825,37751,passenger
52933826,37752,passenger
52940423,37753,motorcycle
52941618,37755,motorcycle
52941619,37756,motorcycle
52941620,37757,motorcycle
52945215,37758,delivery
52945216,37759,bus
52945815,37761,moped
52947014,37762,motorcycle
52960211,37763,delivery
52961410,37765,passenger
52963206,37766,delivery
52962607,37767,motorcycle
52968007,37768,motorcycle
52969206,37769,delivery
52974003,37770,motorcycle
52974004,37771,bus
52978799,37772,delivery
52978800,37773,passenger
52979399,37774,moped
52979400,37775,delivery
52984197,37776,moped
52984198,37777,passenger
52985398,37778,delivery
52987797,37779,delivery
52990197,37780,delivery
52995594,37782,moped
52996793,37783,delivery
53000990,37784,delivery
53001589,37786,delivery
53002788,37787,motorcycle
53004585,37789,moped
53005783,37791,delivery
53006383,37792,passenger
53006983,37793,delivery
53019579,37794,moped
53019580,37795,passenger
53020180,37796,motorcycle
53024977,37797,delivery
53024978,37798,passenger
53027375,37799,delivery
53027376,37800,bus
53032173,37801,delivery
53032174,37802,passenger
53038174,37803,delivery
53042371,37804,delivery
53042372,37805,passenger
53045369,37806,moped
53045370,37807,delivery
53047167,37808,passenger
53047168,37809,passenger
53048959,37810,delivery
53048960,37811,motorcycle
53048961,37813,passenger
53049559,37814,delivery
53049560,37815,motorcycle
53050160,37816,moped
53051357,37817,delivery
53052552,37819,delivery
53052553,37820,passenger
53052554,37821,passenger
53053751,37822,delivery
53054349,37823,moped
53054948,37824,bus
53054949,37825,bus
53062144,37826,motorcycle
53062742,37827,delivery
53062743,37828,motorcycle
53062744,37829,passenger
53065741,37831,passenger
53067536,37833,passenger
53067537,37834,motorcycle
53081336,37835,passenger
53086732,37836,delivery
53086733,37837,bus
53087331,37838,delivery
53087930,37839,passenger
53087931,37840,delivery
53089128,37842,moped
53090327,37843,passenger
53112524,37844,passenger
53112525,37845,passenger
53114322,37846,passenger
53114323,37847,delivery
53116120,37848,passenger
53116121,37849,moped
53119718,37850,delivery
53119719,37851,bus
53123316,37852,delivery
53123317,37853,motorcycle
53125714,37854,delivery
53125715,37855,passenger
53148512,37856,motorcycle
53148513,37857,passenger
53153910,37858,motorcycle
53153911,37859,delivery
53156908,37860,motorcycle
53156909,37861,motorcycle
53159304,37862,passenger
53159902,37864,moped
53159903,37865,motorcycle
53160503,37866,delivery
53161700,37867,passenger
53162298,37870,passenger
53164685,37873,passenger
53164686,37874,passenger
53164687,37875,passenger
53164688,37876,delivery
53166483,37879,motorcycle
53166484,37880,passenger
53167681,37881,moped
53167682,37882,delivery
53169474,37883,delivery
53168877,37884,passenger
53169476,37885,passenger
53171270,37887,passenger
53171271,37888,delivery
53171272,37889,passenger
53184472,37890,motorcycle
53188669,37891,motorcycle
53188670,37892,delivery
53196467,37893,passenger
53196468,37894,passenger
53198865,37895,bus
53200064,37897,delivery
53204861,37898,motorcycle
53204862,37899,bus
53213860,37900,passenger
53214457,37901,delivery
53214458,37903,delivery
53215655,37905,delivery
53216255,37906,delivery
53219253,37907,passenger
53221048,37910,motorcycle
53221049,37911,passenger
53225846,37913,delivery
53227644,37914,delivery
53231241,37915,delivery
53231242,37916,passenger
53238439,37917,delivery
53238440,37918,delivery
53243837,37919,delivery
53243838,37920,moped
53246837,37921,motorcycle
53248034,37922,passenger
53248035,37923,bus
53259430,37924,delivery
53259431,37925,motorcycle
53260030,37926,passenger
53260031,37927,passenger
53261830,37928,delivery
53275027,37929,motorcycle
53275028,37930,delivery
53278025,37931,passenger
53278026,37932,delivery
53282221,37933,motorcycle
53282222,37934,moped
53282817,37935,passenger
53282818,37936,bus
53283415,37937,moped
53283416,37939,delivery
53283417,37940,moped
53284608,37941,passenger
53284609,37942,passenger
53284610,37945,delivery
53285807,37946,delivery
53285808,37947,delivery
53287599,37948,passenger
53287600,37949,passenger
53287601,37950,passenger
53288199,37952,passenger
53288200,37953,passenger
53288800,37954,motorcycle
53292997,37955,passenger
53294196,37957,motorcycle
53298391,37958,delivery
53298392,37959,motorcycle
53298991,37960,delivery
53298992,37961,moped
53300786,37962,delivery
53300188,37963,motorcycle
53300788,37964,passenger
53303185,37965,motorcycle
53303186,37966,moped
53313983,37967,passenger
53313984,37968,delivery
53318181,37969,passenger
53318182,37970,delivery
53320579,37971,passenger
53320580,37972,delivery
53321777,37973,delivery
53321778,37974,delivery
53322378,37975,motorcycle
53327175,37976,delivery
53327176,37977,motorcycle
53328369,37979,passenger
53328370,37981,passenger
53329563,37982,delivery
53330162,37983,delivery
53329564,37985,delivery
53330761,37986,passenger
53331959,37987,passenger
53331360,37988,delivery
53334355,37989,moped
53334356,37990,passenger
53334955,37991,delivery
53334956,37992,passenger
53337953,37993,delivery
53339152,37995,motorcycle
53343949,37996,passenger
53343950,37997,moped
53354749,37998,bus
53357746,37999,passenger
53357747,38000,passenger
53360744,38001,delivery
53360745,38002,delivery
53361943,38003,bus
53362543,38004,passenger
53369740,38005,delivery
53369741,38006,passenger
53373938,38007,motorcycle
53373939,38008,delivery
53376936,38009,motorcycle
53376937,38010,passenger
53397930,38011,bus
53397931,38012,passenger
53397932,38014,motorcycle
53399131,38015,delivery
53402726,38016,passenger
53402727,38017,passenger
53403326,38018,delivery
53403327,38019,motorcycle
53408114,38020,delivery
53408115,38021,passenger
53408116,38022,delivery
53408117,38024,delivery
53409310,38028,moped
53409906,38029,delivery
53409907,38030,delivery
53409908,38031,delivery
53411701,38034,passenger
53411702,38035,delivery
53412300,38036,passenger
53412301,38037,passenger
53412302,38038,passenger
53415895,38039,delivery
53415896,38040,delivery
53415897,38041,delivery
53415898,38042,passenger
53418895,38043,delivery
53418896,38044,passenger
53424295,38045,passenger
53438094,38046,passenger
53447087,38047,motorcycle
53447088,38048,bus
53448285,38052,motorcycle
53449482,38053,passenger
53450081,38054,passenger
53451879,38056,motorcycle
53453076,38057,delivery
53453077,38058,passenger
53459074,38059,delivery
53459075,38060,delivery
53462072,38061,delivery
53462073,38062,bus
53472872,38063,delivery
53477071,38064,delivery
53481270,38065,delivery
53483669,38066,moped
53496866,38067,motorcycle
53496867,38068,bus
53500466,38069,passenger
53501661,38070,motorcycle
53502259,38071,passenger
53502260,38072,motorcycle
53502261,38073,bus
53506458,38074,delivery
53506459,38075,delivery
53510656,38076,motorcycle
53510657,38077,passenger
53514254,38078,motorcycle
53514255,38079,passenger
53520252,38080,bus
53520253,38081,delivery
53525050,38082,passenger
53525051,38083,delivery
53528049,38084,moped
53528648,38085,passenger
53528649,38086,motorcycle
53530448,38087,delivery
53530449,38088,passenger
53535846,38089,bus
53535847,38090,moped
53541246,38091,delivery
53551443,38092,delivery
53551444,38093,motorcycle
53554443,38094,delivery
53558640,38095,delivery
53558641,38096,delivery
53565240,38097,delivery
53586237,38098,passenger
53586238,38099,passenger
53589237,38100,motorcycle
53591033,38101,passenger
53591034,38102,passenger
53591035,38103,delivery
53594635,38104,delivery
53597635,38105,delivery
53600035,38106,delivery
53603632,38107,delivery
53603633,38108,motorcycle
53604830,38109,delivery
53604831,38110,delivery
53606631,38111,passenger
53610228,38112,passenger
53610229,38113,bus
53617428,38114,bus
53618628,38115,passenger
53622225,38116,passenger
53622226,38117,motorcycle
53624626,38118,moped
53625226,38119,passenger
53627623,38120,moped
53627624,38121,motorcycle
53628223,38122,passenger
53628224,38123,delivery
53628823,38125,delivery
53629422,38126,delivery
53630022,38127,passenger
53632422,38128,passenger
53633022,38129,passenger
53633622,38130,delivery
53634222,38131,passenger
53634820,38132,motorcycle
53634821,38133,delivery
53635421,38134,passenger
53636021,38135,passenger
53639021,38136,delivery
53642020,38137,delivery
53642021,38138,bus
53642621,38139,delivery
53646221,38140,delivery
53647420,38141,bus
53647421,38142,delivery
53650420,38143,motorcycle
53650421,38144,passenger
53651021,38145,delivery
53652217,38146,passenger
53651620,38147,delivery
53652219,38149,passenger
53653414,38150,passenger
53653415,38151,delivery
53653416,38152,delivery
53655813,38153,delivery
53655814,38154,delivery
53659411,38155,passenger
53659412,38156,motorcycle
53660010,38157,bus
53660605,38158,passenger
53660606,38159,delivery
53661203,38160,passenger
53661204,38162,delivery
53662396,38164,passenger
53662397,38165,delivery
53662398,38166,passenger
53662399,38167,passenger
53663592,38170,bus
53663593,38171,moped
53663594,38172,passenger
53664787,38175,moped
53665380,38176,passenger
53665381,38177,delivery
53665976,38179,passenger
53665977,38180,delivery
53665978,38181,passenger
53667171,38184,passenger
53667172,38185,delivery
53667173,38186,motorcycle
53667772,38187,delivery
53668966,38191,delivery
53670161,38193,moped
53670162,38194,delivery
53670761,38196,moped
53671960,38197,delivery
53673754,38198,motorcycle
53673157,38199,passenger
53674354,38200,motorcycle
53674355,38201,delivery
53676155,38202,delivery
53687552,38203,passenger
53687553,38204,motorcycle
53691750,38205,delivery
53691751,38206,passenger
53698348,38207,delivery
53698349,38208,moped
53700737,38209,passenger
53700143,38210,passenger
53700739,38212,passenger
53700740,38213,delivery
53701336,38214,motorcycle
53701337,38215,delivery
53701933,38217,moped
53701934,38220,moped
53702532,38221,moped
53703728,38222,passenger
53703130,38224,delivery
53705527,38226,delivery
53710324,38227,moped
53712721,38230,passenger
53716318,38231,passenger
53716319,38232,motorcycle
53717514,38233,delivery
53717515,38234,passenger
53718112,38235,delivery
53718113,38236,passenger
53719311,38237,motorcycle
53718712,38238,passenger
53727709,38239,delivery
53728906,38241,moped
53729505,38242,delivery
53729506,38243,passenger
53731903,38244,delivery
53731904,38245,moped
53734901,38246,passenger
53734902,38247,moped
53737897,38248,delivery
53737898,38249,delivery
53738497,38251,delivery
53739696,38252,moped
53742093,38253,passenger
53742094,38254,bus
53743291,38255,bus
53743292,38256,delivery
53755289,38257,passenger
53755290,38258,delivery
53758887,38259,delivery
53758888,38260,motorcycle
53765485,38261,motorcycle
53765486,38262,bus
53766682,38263,delivery
53766683,38264,motorcycle
53767283,38265,passenger
53774478,38266,moped
53774479,38267,moped
53775078,38268,passenger
53775079,38269,passenger
53776875,38270,delivery
53776276,38271,delivery
53779273,38272,delivery
53779274,38273,passenger
53780469,38274,delivery
53781067,38275,delivery
53781068,38276,passenger
53782267,38278,delivery
53785864,38279,delivery
53787660,38281,moped
53788259,38282,passenger
53788260,38283,passenger
53795459,38284,passenger
53802056,38285,delivery
53802653,38286,passenger
53803251,38288,passenger
53803252,38289,delivery
53805050,38291,passenger
53832047,38292,bus
53832048,38293,delivery
53833844,38294,delivery
53833245,38295,passenger
53836242,38296,motorcycle
53836243,38297,delivery
53840440,38298,passenger
53841639,38300,motorcycle
53844636,38301,delivery
53844637,38302,delivery
53846437,38303,passenger
53848237,38304,motorcycle
53848836,38305,motorcycle
53848837,38306,passenger
53851232,38307,delivery
53851233,38308,passenger
53851832,38309,motorcycle
53851833,38310,delivery
53853030,38311,passenger
53853031,38312,passenger
53856628,38313,delivery
53856629,38314,motorcycle
53859626,38315,delivery
53859627,38316,passenger
53865024,38317,delivery
53865025,38318,passenger
53883620,38319,passenger
53884218,38321,bus
53884817,38323,passenger
53885417,38324,moped
53891417,38325,motorcycle
53898014,38326,motorcycle
53898015,38327,bus
53899810,38328,passenger
53899811,38329,delivery
53902206,38332,passenger
53902805,38333,motorcycle
53902806,38334,delivery
53907003,38335,passenger
53907004,38336,moped
53909401,38337,passenger
53909402,38338,delivery
53913599,38339,passenger
53914790,38341,delivery
53914791,38342,moped
53914792,38343,passenger
53914793,38345,delivery
53915992,38346,moped
53920189,38347,passenger
53920190,38348,passenger
53921985,38349,moped
53921986,38350,motorcycle
53922585,38351,delivery
53922586,38352,delivery
53924983,38353,passenger
53924984,38354,delivery
53927981,38355,motorcycle
53927982,38356,motorcycle
53932779,38357,delivery
53933976,38359,passenger
53934575,38360,delivery
53934576,38361,passenger
53942973,38362,delivery
53942974,38363,moped
53949571,38364,delivery
53949572,38365,delivery
53953769,38366,bus
53953770,38367,passenger
53959170,38368,passenger
53964567,38369,passenger
53964568,38370,delivery
53966368,38371,motorcycle
53968165,38372,motorcycle
53968166,38373,delivery
53969366,38374,delivery
53972363,38375,motorcycle
53972364,38376,moped
53973561,38377,passenger
53973562,38378,passenger
53986759,38379,bus
53986760,38380,bus
53993360,38381,moped
54005359,38382,passenger
54005360,38383,delivery
54005960,38384,motorcycle
54007159,38385,delivery
54008356,38386,moped
54008357,38387,motorcycle
54010150,38388,passenger
54010746,38390,passenger
54010747,38391,moped
54010748,38393,delivery
54011347,38394,motorcycle
54011947,38395,motorcycle
54013144,38396,delivery
54013145,38397,moped
54020942,38398,delivery
54020943,38399,passenger
54022140,38400,bus
54022141,38401,delivery
54027538,38402,passenger
54027539,38403,passenger
54034736,38404,motorcycle
54034737,38405,moped
54040137,38406,motorcycle
54041334,38407,delivery
54041335,38408,moped
54051534,38409,delivery
54064731,38410,passenger
54064732,38411,passenger
54074929,38412,passenger
54074930,38413,delivery
54078527,38414,passenger
54078528,38415,passenger
54082125,38416,passenger
54082126,38417,delivery
54093518,38418,delivery
54093519,38419,passenger
54093520,38420,motorcycle
54093521,38422,delivery
54094719,38423,passenger
54095317,38424,delivery
54095916,38425,motorcycle
54097113,38427,passenger
54097712,38428,delivery
54097713,38429,delivery
54099510,38430,passenger
54099511,38431,passenger
54100710,38432,passenger
54102510,38433,bus
54107306,38434,passenger
54107307,38435,passenger
54107907,38436,delivery
54109106,38437,delivery
54110304,38438,moped
54110903,38439,moped
54110904,38440,passenger
54113901,38441,passenger
54113902,38442,moped
54116296,38443,delivery
54116297,38444,moped
54116895,38446,motorcycle
54116896,38447,motorcycle
54118095,38448,moped
54133692,38449,passenger
54134891,38451,delivery
54143888,38452,passenger
54143889,38453,delivery
54146282,38454,delivery
54146283,38455,motorcycle
54146284,38456,moped
54146285,38457,passenger
54149882,38458,passenger
54151081,38460,moped
54161878,38461,passenger
54161879,38462,delivery
54165476,38463,delivery
54165477,38464,motorcycle
54170274,38465,delivery
54170275,38466,delivery
54171472,38467,delivery
54171473,38468,motorcycle
54183470,38469,motorcycle
54183471,38470,delivery
54187068,38471,delivery
54187069,38472,motorcycle
54191869,38473,moped
54195466,38474,delivery
54195467,38475,passenger
54196664,38476,motorcycle
54196665,38477,delivery
54197865,38478,delivery
54202062,38479,delivery
54202063,38480,moped
54213463,38481,passenger
54217663,38482,delivery
54219455,38483,passenger
54219456,38484,passenger
54219457,38485,passenger
54219458,38486,passenger
54219459,38487,bus
54220656,38488,moped
54221254,38489,passenger
54222450,38490,passenger
54221853,38491,delivery
54224244,38494,delivery
54224245,38495,moped
54224844,38496,moped
54224845,38497,bus
54226640,38499,moped
54227238,38500,motorcycle
54227239,38501,motorcycle
54227839,38502,motorcycle
54230834,38503,bus
54230835,38504,delivery
54231434,38505,passenger
54231435,38506,moped
54232630,38507,moped
54233230,38508,passenger
54232631,38509,passenger
54234426,38510,passenger
54235022,38511,delivery
54235023,38512,passenger
54235024,38513,delivery
54235621,38515,delivery
54236219,38516,bus
54236818,38518,passenger
54238616,38520,passenger
54242213,38521,motorcycle
54242214,38522,delivery
54243409,38523,passenger
54243410,38524,passenger
54244009,38526,delivery
54245204,38527,motorcycle
54245205,38528,motorcycle
54245206,38529,motorcycle
54254203,38530,moped
54254204,38531,moped
54256601,38532,passenger
54256602,38533,passenger
54257801,38534,moped
54258990,38535,delivery
54258991,38536,delivery
54258992,38539,passenger
54258993,38540,delivery
54260190,38541,passenger
54260790,38542,motorcycle
54262587,38543,passenger
54262588,38544,moped
54263785,38545,motorcycle
54263786,38546,moped
54266183,38547,delivery
54266184,38548,motorcycle
54268579,38549,moped
54268580,38550,delivery
54269179,38551,moped
54269180,38552,motorcycle
54275177,38553,motorcycle
54275178,38554,passenger
54285373,38555,motorcycle
54285374,38556,passenger
54285973,38557,passenger
54287771,38559,motorcycle
54297368,38560,moped
54297369,38561,delivery
54303366,38562,motorcycle
54303367,38563,delivery
54305164,38564,moped
54306361,38566,delivery
54306960,38567,motorcycle
54306961,38568,passenger
54311758,38569,delivery
54311759,38570,delivery
54320756,38571,delivery
54320757,38572,passenger
54325554,38573,motorcycle
54326753,38575,moped
54327950,38576,passenger
54329149,38578,delivery
54333344,38579,motorcycle
54333345,38580,passenger
54333944,38581,motorcycle
54333945,38582,delivery
54341142,38583,delivery
54341143,38584,motorcycle
54343540,38585,delivery
54343541,38586,delivery
54348338,38587,delivery
54348339,38588,passenger
54350732,38589,moped
54350733,38590,bus
54350734,38591,passenger
54351929,38593,bus
